StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
RFG,159007504.0,298157632.0,0.7074106,0.9036145,1.326,99.552,-0.01775,-0.02849,-0.00826,224774000.0,0.17,-0.341,98871000.0,2995000.0,14281000.0,-0.003,40248000.0,0.019,179556000.0,101.971,0.925,0.083,-3944000.0,2857250.0,-0.25,0.1075,0.026,0.079322584,0.0773116,13514991.0,2340026.0,2120099968.0,1507758422.0
RPM,25338060.0,25937362.0,0.78035444,1.1518325,0.799,15.83,-0.04657,0.04341,0.04704,32469938.0,0.428,2.788,11268875.0,1638475.0,-1512230.0,-0.02,2083173.0,0.023,8042700.0,46.826,1.428,0.191,-1376581.0,-1268729.0,0.375,0.29,0.105,0.20612903,0.20721014,287794.0,586559.0,115173000.0,41959811.0
SES,146719936.0,114082416.0,6.973842,10.185185,5.423,-195.959,-0.05637,-0.04206,-0.03648,21038608.0,0.053,-0.013,3688355.0,-582176.0,-1186003.0,-0.003,2878827.0,0.007,1915397.0,16.838,2.51,0.027,-650380.0,-577265.0,2.3950617,0.35,0.046,0.21919355,0.1743116,1010342.0,2313791.0,533527008.0,194607363.0
SFC,251975552.0,312891520.0,1.6196613,2.1857278,2.011,9.037,0.15137,0.20353001,0.08769,155572992.0,11.357,-0.353,43894000.0,34622000.0,23550000.0,1.706,35182000.0,2.584,87628000.0,70.782,2.44,8.464,20812000.0,15055000.0,0.19354844,18.9,9.45,18.12387,16.08145,2687.0,3645.0,13620300.0,5878417.0
SGH,113511776.0,211195632.0,0.698534,0.6990622,1.3,13.372,-0.00729,0.077010006,0.02151,162500000.0,1.302,0.147,70370000.0,15794000.0,-1660000.0,-0.009,26461000.0,0.191,124145000.0,76.475,2.291,1.173,20741000.0,14498625.0,-0.17587942,1.485,0.44,0.821129,0.92356884,8655.0,10249.0,138428992.0,36462150.0
SGR,3284448512.0,4720015872.0,2.208775,0.90813375,3.174,21.923,-0.06362,0.02999,0.00495,1487000064.0,1.626,-0.57,817700000.0,215300000.0,-94600000.0,-0.103,66100000.0,0.072,1639699968.0,47.322,0.6,3.799,138200000.0,-64912500.0,-0.1439206,4.45,1.525,3.6639395,3.3521428,3285977.0,2462569.0,952014016.0,903814794.0
SHJ,154203184.0,222440016.0,0.844366,0.6501096,1.218,5.477,0.117589995,0.21408,0.046719998,182626000.0,1.054,0.022,90516000.0,40614000.0,21476000.0,0.121,32812000.0,0.189,100946000.0,42.554,2.532,1.369,24754000.0,28284124.0,-0.016574562,0.955,0.58,0.8680645,0.8144384,65395.0,89641.0,173262000.0,72454625.0
SHM,85578752.0,88642752.0,0.5013489,1.6791044,0.519,5.076,0.04968,0.08529,0.08861,170696992.0,1.795,-0.018,67283000.0,17464000.0,8481000.0,0.088,19734000.0,0.208,22798000.0,44.714,2.548,0.536,29872000.0,30493624.0,0.24999988,1.02,0.39,0.8712903,0.7261775,188920.0,163859.0,95087504.0,52529188.0
SIO,73359416.0,67986248.0,0.11034428,4.25,0.102,4.43,0.00827,0.01865,0.04986,664822976.0,4.622,0.003,153830000.0,15348000.0,7114000.0,0.038,28282000.0,0.197,22909000.0,132.829,1.018,0.12,48923000.0,46791248.0,0.27499998,0.55,0.2,0.42919356,0.3745652,27617.0,115122.0,143842000.0,8732627.0
SLK,1408673536.0,1708805888.0,2.185108,2.3463075,2.651,23.628,-0.02105,0.04738,0.02257,644670016.0,3.895,3.181,192219000.0,72322000.0,-13572000.0,-0.082,119903000.0,0.549,420035008.0,69.972,0.747,2.749,90059000.0,205451744.0,0.53206646,7.39,2.45,6.5696774,5.7310867,379910.0,154880.0,218399008.0,98677058.0
SNL,220501984.0,261119008.0,1.6114562,5.2023125,1.908,15.716,0.06978,0.11185,0.10852,136834000.0,3.357,0.078,57156000.0,16615000.0,9548000.0,0.234,1635000.0,0.04,42642000.0,100.749,2.431,1.038,11232000.0,7331594.0,0.25581396,6.1,2.99,5.282581,4.981594,1600.0,3010.0,40833700.0,12152221.0
SRY,7768256.0,17013624.0,0.18212147,0.47727272,0.399,12.416,-0.01181,-0.00393,-0.00305,42654256.0,0.127,-0.163,7194515.0,1370280.0,-503754.0,-0.002,2648706.0,0.007,11344908.0,67.08,1.532,0.044,885655.0,2535115.0,0.75,0.047,0.009,0.016935484,0.014710145,1117814.0,8822512.0,369916992.0,89826894.0
SSG,146845680.0,168517456.0,0.75334793,2.2485206,0.865,8.695,0.054390002,0.08799,0.09996,194924112.0,1.6,0.219,83006358.0,19380884.0,10601685.0,0.084,12628517.0,0.1,36978732.0,57.632,0.903,0.507,39747728.0,31989274.0,0.8095238,1.25,0.225,1.1019355,0.95769924,198905.0,236818.0,128812000.0,93268619.0
SUL,2542800896.0,3444189440.0,0.89997905,2.4955673,1.219,12.88,0.039,0.07486,0.05805,2825400064.0,14.298,0.057,1270300000.0,267400000.0,110200000.0,0.553,285100000.0,1.263,1187100032.0,119.752,1.084,4.512,610700032.0,487950016.0,0.20945215,12.89,3.02,11.089091,10.497,951008.0,485185.0,225826000.0,155105159.0
TAH,8846388224.0,11924768768.0,1.6934128,1.3411765,2.283,15.133,-0.16654,0.106809996,0.026789999,5224000000.0,2.578,-0.144,5224000000.0,788000000.0,-870000000.0,-0.429,375000000.0,0.185,4212000000.0,69.851,0.442,2.975,671000000.0,227875008.0,-0.13449025,4.68,2.09,4.0271873,3.705064,6310154.0,4073382.0,2217139968.0,2004712502.0
TCO,10304756.0,22131768.0,0.4242782,0.49741602,0.911,-30.761,-0.0361,-0.07265,-0.033210002,24287734.0,1.815,-0.297,13298071.0,-719466.0,-876810.0,-0.066,726499.0,0.054,12553527.0,60.604,0.305,1.548,2889198.0,3178204.0,-0.3888889,1.26,0.75,0.77,0.7819565,0.0,0.0,13382800.0,3373397.0
TNK,128223056.0,350546144.0,1.1066495,2.6683607,3.025,18.557,0.0177,0.13588999,0.03824,115866000.0,1.903,0.006,82265000.0,18890000.0,2051000.0,0.034,11782000.0,0.193,230092000.0,441.992,0.596,0.787,22918000.0,11017125.0,0.53846145,2.11,0.6,1.7501613,1.1669928,146753.0,497713.0,61058600.0,30154418.0
TPW,1376777856.0,1339941120.0,7.8074303,43.295456,7.599,172.74,0.07888,0.04289,0.09612001,176342000.0,1.557,0.956,78645000.0,7757000.0,13909000.0,0.117,38082000.0,0.316,1389000.0,4.632,1.346,0.264,25503000.0,21629000.0,3.0388694,14.05,1.52,11.5406065,10.303643,926055.0,752972.0,120453000.0,79230531.0
TWD,96211504.0,90806304.0,1.04638,5.8020477,0.988,13.661,0.04869,0.069510005,0.15201999,91947000.0,3.33,-0.061,19720000.0,6647000.0,4477000.0,0.162,8163000.0,0.295,4879000.0,29.866,3.188,0.586,4701000.0,3287750.0,0.03658545,3.69,2.36,3.3790324,3.2164493,4729.0,14064.0,28297500.0,9916439.0
VMT,142834224.0,125863448.0,2.5986462,5.722222,2.29,43.651,0.05205,0.02298,0.02786,54964860.0,0.26,0.549,9653565.0,2883424.0,2860780.0,0.014,7394952.0,0.029,2634246.0,11.483,2.173,0.09,3268833.0,1508847.0,0.8392856,0.67,0.11,0.43887097,0.48952898,485833.0,834931.0,277348000.0,145750105.0
VTG,174536400.0,196145920.0,0.22576232,1.3748378,0.254,6.17,0.02898,0.02558,0.04986,773097984.0,4.729,-0.093,212497000.0,31791200.0,22407000.0,0.135,36813000.0,0.225,59377000.0,47.024,0.843,0.771,41147000.0,13783684.0,-0.09012878,1.63,0.555,1.0582258,1.0436957,164655.0,137726.0,164656992.0,130892226.0
VVA,229477360.0,358216512.0,5.650118,3.1638417,8.82,161.492,-0.1538,0.00389,0.00054,40614616.0,0.708,0.016,25419241.0,2218172.0,-6246345.0,-0.109,32630992.0,0.456,190615600.0,301.051,1.463,0.885,3638054.0,-6333053.0,-0.031141937,3.66,0.66,3.002258,2.7244565,132484.0,206574.0,81956200.0,44221930.0
WEB,1620434432.0,1620029568.0,6.0713167,2.0117846,6.07,-21.372,-0.53765,-0.40577,-0.04946,266900000.0,1.527,-0.746,155300000.0,-75800000.0,-143500000.0,-0.821,210400000.0,0.621,210800000.0,26.183,1.673,2.376,-250800000.0,-190375008.0,-0.58686256,14.11,2.25,4.9830303,4.2638574,5022414.0,3831036.0,339003008.0,319887008.0
WES,61919002624.0,68904001536.0,2.0073593,6.626623,2.234,20.886,0.055019997,0.09035,0.07961,30845999104.0,27.273,0.153,11330000000.0,3299000064.0,1622000000.0,1.499,2912999936.0,2.569,9898000384.0,105.929,1.109,8.241,4545999872.0,3568000000.0,0.21113324,55.57,29.75,51.759064,48.29295,1836634.0,2190619.0,1133840000.0,1120528718.0
IEQ,4487840.0,38575000.0,0.30225214,0.52238804,2.598,47.043,-0.10304,0.03691,0.00841,14848000.0,0.115,-0.411,7000000.0,820000.0,-1530000.0,-0.012,1297000.0,0.01,35380000.0,413.946,0.151,0.067,1779000.0,1429750.0,0.0,0.035,0.035,0.035,0.035,0.0,0.0,128224000.0,2397445.0
3PL,188303408.0,166021632.0,3.4172986,7.1808515,3.013,37.827,0.02813,0.05392,0.028280001,55103000.0,0.395,0.046,21491000.0,4389000.0,1550000.0,0.011,27126000.0,0.194,4844000.0,18.441,1.088,0.188,13150000.0,2279673.0,0.6875,1.44,0.6,1.3151613,1.2708334,252424.0,149044.0,139484000.0,101480313.0
NAM,39349520.0,93284080.0,2.0091662,0.33613446,4.763,-20.565,-0.57687,-0.39096,-0.023120001,19585000.0,0.139,-0.638,30694000.0,-4536000.0,-11298000.0,-0.08,446000.0,0.003,54436000.0,46.576,0.483,0.833,705000.0,-2299250.0,-0.09677422,0.37,0.255,0.29516128,0.30655798,12203.0,38287.0,140534000.0,109803096.0
AAP,7313208.0,12754788.0,6.5053883,1.3333334,11.346,-14.103,-1.48388,-1.18962,-0.06036,1124177.0,0.006,-0.688,-572073.0,-904425.0,-1668144.0,-0.009,168936.0,0.001,5610522.0,102.961,0.562,0.018,-117650.0,306770.0,1.2857144,0.047,0.008,0.025451614,0.019992754,53413.0,40000.0,304716992.0,124656583.0
AAC,666057536.0,1045046528.0,2.255536,0.71940106,3.539,-6.886,0.14821,-0.5611,-0.07603,295299008.0,0.492,-0.213,-95062000.0,-151758000.0,43766000.0,0.073,14165000.0,0.024,398974016.0,43.478,6.358,1.536,31422000.0,-116725752.0,0.0,1.33,0.945,1.1006061,1.0861429,409154.0,326910.0,602766976.0,263306300.0
AHF,25205330.0,51358652.0,1.1218655,2.1071427,2.286,-15.094,-0.33154,-0.21999,-0.06322,22467336.0,0.062,0.024,5051433.0,-3402625.0,-7448762.0,-0.021,6401710.0,0.017,12913308.0,38.689,0.655,0.028,-2246211.0,-2603679.0,-0.37894738,0.098,0.057,0.06458065,0.07095652,1073225.0,2022186.0,427208992.0,238002593.0
AHY,706058560.0,850688256.0,1.6050835,3.8011694,1.934,10.983,0.07649,0.14117,0.08016,439888992.0,0.81,0.097,156731000.0,77453000.0,38651000.0,0.062,63584000.0,0.117,208212992.0,112.055,1.905,0.342,79056000.0,49706500.0,0.17117107,1.395,0.845,1.3384376,1.0926259,401446.0,334057.0,543121984.0,344334228.0
AKG,47855248.0,74220424.0,0.80167603,1.4478765,1.243,14.113,0.061350003,0.07329,0.02848,59694000.0,0.468,-0.185,32286000.0,5259000.0,3662000.0,0.029,16904000.0,0.132,42678000.0,127.01,0.756,0.259,12671000.0,8947750.0,-0.27884614,0.55,0.2,0.37774193,0.30286232,31036.0,25941.0,127614000.0,13006466.0
AS1,24882400.0,27702890.0,4.985403,1.6494844,5.551,-108.829,0.050430004,-0.20752001,-0.03182,4991051.0,0.038,0.402,3703930.0,-254555.0,251700.0,0.002,1344751.0,0.01,7929918.0,61.974,1.865,0.097,528165.0,-1553393.0,0.032258034,0.275,0.09,0.16548388,0.16253623,158315.0,233070.0,155515008.0,89474469.0
AVG,162810640.0,288625696.0,0.6094627,0.5365402,1.08,10.582,0.040999997,0.07176,0.02548,267138000.0,0.952,0.032,76193000.0,27274000.0,10953000.0,0.038,7656000.0,0.027,133471000.0,43.99,3.351,1.081,22256000.0,4657750.0,0.17171717,0.6425,0.3,0.58693546,0.50826085,494901.0,193876.0,280708000.0,185713653.0
BFC,44284800.0,80521984.0,0.42983267,0.51094896,0.782,-5.014,-0.112390004,-0.18256001,-0.082229994,103028000.0,0.227,0.252,9156000.0,-16061000.0,-11579000.0,-0.025,10556000.0,0.018,49650000.0,62.074,1.849,0.137,-13706000.0,-52352376.0,-0.15662646,0.125,0.047,0.07278339,0.08321221,931394.0,491555.0,632640000.0,445275976.0
BGA,1693087104.0,1436493184.0,1.1338506,1.475237,0.962,19.473,0.01424,0.02569,0.0164,1493218944.0,6.972,-0.024,289048000.0,73767000.0,21268000.0,0.099,22882000.0,0.107,258528000.0,31.759,1.339,3.796,137731008.0,60116000.0,0.25842702,5.78,3.52,5.2551513,5.1132855,895594.0,563741.0,302336992.0,204840944.0
BUB,395240512.0,347540896.0,7.2328825,2.744681,6.36,-32.421,-0.14220999,-0.26248,-0.05672,54644952.0,0.102,0.13,10819163.0,-10719542.0,-7771138.0,-0.014,26408560.0,0.046,4588936.0,3.479,3.367,0.235,-21917078.0,-20571338.0,-0.11034489,1.19,0.4,0.5891935,0.7521739,1844871.0,5031452.0,612776000.0,429156833.0
BWX,570734976.0,581577216.0,3.040871,1.7006238,3.099,22.053,0.08084,0.12316,0.0365,187688000.0,1.511,0.273,108849000.0,26372000.0,15172000.0,0.121,28639000.0,0.219,75254000.0,25.188,1.458,2.405,27985000.0,14477875.0,0.0024510622,5.18,2.4,4.0575,4.234245,264665.0,112843.0,139544000.0,111962752.0
CCL,9469920256.0,11678415872.0,1.9475815,7.131952,2.402,14.716,0.04066,0.10993,0.05424,4862400000.0,6.716,-0.091,1873000000.0,793600000.0,197700000.0,0.273,941400000.0,1.3,2801100032.0,167.1,1.641,1.834,703500032.0,454375008.0,0.09000003,13.25,7.77,12.952727,10.958858,4358316.0,1701765.0,724000000.0,496888233.0
CGC,1571253632.0,2112588160.0,1.4457562,2.6702998,1.944,21.522,-0.03017,0.037469998,0.01869,1086803968.0,2.941,0.068,689428000.0,98161000.0,-32794000.0,-0.089,83037000.0,0.207,596451008.0,96.768,1.546,1.468,127323000.0,-2032000.0,0.43589747,4.48,2.38,4.0563636,3.6217856,1124696.0,733531.0,400830016.0,375317533.0
CLV,249464992.0,254841152.0,2.8258061,4.3352604,2.887,13.461,0.14145,0.20802,0.14692001,88281000.0,0.531,0.194,29715000.0,18932000.0,12487000.0,0.074,9241000.0,0.056,14617000.0,25.39,5.402,0.346,6661000.0,1619000.0,-0.4094488,3.0,1.33,1.553125,1.9239928,431064.0,302782.0,166310000.0,116269057.0
COL,24290863104.0,33737140224.0,0.6428876,9.290815,0.893,15.314,0.025880001,0.04393,0.07378,37783998464.0,28.324,0.026,9741000000.0,2203000064.0,978000000.0,0.733,992000000.0,0.744,10437000192.0,399.12,0.665,1.96,2552000000.0,1640125056.0,0.103636265,19.26,14.01,18.289375,18.001007,2867744.0,2178359.0,1333929984.0,1255200620.0
CSS,94363528.0,94550272.0,2.3407717,1.2134502,2.345,-3.793,-0.35854,-0.69645,-0.1749,40313000.0,0.434,-0.361,-9492000.0,-24925000.0,-14454000.0,-0.156,22169000.0,0.204,26340000.0,36.352,4.691,0.684,-26000.0,-9271625.0,0.1608392,0.92,0.35,0.80403227,0.67903984,93220.0,69500.0,113691000.0,87940122.0
DBF,56230436.0,88801560.0,4.4486103,0.7455891,7.025,-49.973,-0.11598,-0.22856002,-0.016590001,12640000.0,0.295,-0.287,2787000.0,-1777000.0,-1466000.0,-0.034,27000.0,0.001,32621000.0,43.275,1.651,1.757,-3061000.0,-4666824.0,0.14912271,1.5,0.96,1.3833871,1.183442,10797.0,18126.0,42924000.0,24524517.0
EHH,51606380.0,46387756.0,0.50005215,0.5363985,0.449,2.854,0.08246,0.13048,0.083629996,103202000.0,0.32,-0.153,49465000.0,16254000.0,8510000.0,0.024,8571000.0,0.026,9385000.0,11.04,3.652,0.261,-25001000.0,-8786181.0,0.16666675,0.24,0.11,0.14,0.14,0.0,0.0,368616992.0,167545404.0
ELD,1663606656.0,1895995648.0,0.7949882,2.4698236,0.906,15.546,0.05875,0.054169998,0.05511,2092617984.0,13.58,0.307,430247000.0,121962000.0,122947000.0,0.793,50741000.0,0.326,288192000.0,42.865,1.237,4.308,142340992.0,41451616.0,0.4243642,12.28,7.0,10.323438,10.642374,826046.0,459531.0,156354000.0,150222910.0
ERG,14707333.0,15616417.0,1.3032912,1.4594594,1.384,-19.75,-0.09584,-0.07459,-0.03807,11284764.0,0.041,0.081,4324642.0,-790710.0,-1081520.0,-0.004,1426733.0,0.005,2335799.0,23.039,2.139,0.037,-281856.0,-384214.0,-0.1692307,0.067,0.041,0.052064516,0.059768114,37591.0,377076.0,272358016.0,70982032.0
FNP,834098048.0,1306017920.0,1.4376267,13.681818,2.251,-12.58,-0.30078,-0.21281,-0.12473,580190976.0,2.114,0.11,2230000.0,-103817000.0,-174508000.0,-0.636,17167000.0,0.062,489171008.0,801.933,0.343,0.22,-93902000.0,-67984624.0,-0.3512931,5.68,2.75,3.01,3.01,0.0,0.0,277108992.0,121883139.0
FOD,27458606.0,37299192.0,0.78872335,2.4285715,1.071,-5.525,-0.27613002,-0.24870001,-0.14017001,34813988.0,0.054,0.185,5083158.0,-6750395.0,-9613161.0,-0.015,2937212.0,0.004,15597471.0,153.223,0.417,0.014,-2009897.0,-3263573.0,-0.46875,0.11,0.033,0.034870967,0.042442027,1257869.0,2060543.0,807606016.0,323646890.0
FRM,10484238.0,41541232.0,0.11618944,0.25503355,0.46,15.15,-0.02404,-0.00999,-0.00694,90234000.0,1.635,0.068,24844000.0,2742000.0,-2169000.0,-0.039,4412000.0,0.08,35469000.0,86.266,1.274,0.745,6882000.0,7058000.0,-0.38709676,0.33,0.15,0.20790322,0.21826087,25386.0,64798.0,55180200.0,13828704.0
GEM,961787648.0,1693588992.0,1.2097334,1.0966184,2.13,16.864,-0.24586001,0.14682001,0.035889998,795041024.0,1.526,-0.283,306196000.0,100429000.0,-195468992.0,-0.375,237952000.0,0.284,981891008.0,113.365,1.389,1.035,149828992.0,120806376.0,-0.3881402,1.925,0.475,1.17,1.06425,3711325.0,1859546.0,847390016.0,825802205.0
GNC,924578240.0,1395876736.0,0.2525549,0.8441287,0.381,43.895,0.09377,-0.01612,-0.01255,3660900096.0,15.997,0.214,314200000.0,31800000.0,35200000.0,1.493,124700000.0,0.545,596000000.0,54.414,1.508,4.786,30600000.0,777500032.0,-0.5291375,9.05,2.81,4.2566667,4.1045,1177629.0,888689.0,228856000.0,225834734.0
HCT,18173034.0,14306986.0,2.7177856,2.8695652,2.14,-3.908,-0.80767,-0.58906,-0.29762,6686706.0,0.027,-0.202,4316112.0,-3660786.0,-5400676.0,-0.022,3832453.0,0.014,797330.0,14.735,2.712,0.023,-2842347.0,-912112.0,-0.42608696,0.275,0.055,0.07096774,0.07101449,766177.0,569194.0,275348992.0,106009398.0
HUO,329619008.0,602147840.0,0.96984136,0.8520307,1.772,12.991,0.01446,0.028099999,0.00846,339868992.0,3.89,0.11,182275000.0,46350000.0,4915000.0,0.056,5934000.0,0.068,345446016.0,112.074,2.381,3.521,8376000.0,-14068383.0,-0.32584268,4.69,2.54,2.7480645,2.865942,86384.0,37846.0,109873000.0,32595734.0
IEL,6396161024.0,6218637824.0,10.894389,16.228813,10.592,55.807,0.115609996,0.17427,0.119370006,587105984.0,2.261,-0.292,177486000.0,111432000.0,67873000.0,0.261,307088992.0,1.106,144394000.0,36.749,2.52,1.416,78602000.0,98987752.0,0.3860072,25.76,9.9,20.432812,19.323454,767813.0,595546.0,278336000.0,165515448.0
ING,1222827136.0,3139125760.0,0.4785454,9.481268,1.228,17.576,0.01569,0.048410002,0.04232,2555300096.0,6.878,0.015,433400000.0,178600000.0,40100000.0,0.108,134200000.0,0.361,2050499968.0,1588.304,1.028,0.347,344500000.0,169624992.0,-0.07843137,3.77,2.83,3.1781251,3.1707194,1435098.0,1518808.0,371680000.0,368386520.0
JAT,19625508.0,45054536.0,0.33010337,2.9999998,0.758,7.868,-0.29598,0.0624,0.04502,59452616.0,0.068,-0.198,14568753.0,5726136.0,-17596980.0,-0.02,11548892.0,0.012,25385148.0,140.823,0.993,0.007,1457075.0,306271.0,-0.57142854,0.054,0.02,0.023967743,0.024818841,6095776.0,15013892.0,1029009984.0,488217269.0
KME,80629912.0,71410960.0,4.708866,4.5058136,4.17,25.136,0.09186,0.12679,0.053460002,17123000.0,0.376,-0.079,10295000.0,2841000.0,1573000.0,0.033,12179000.0,0.235,3270000.0,18.318,1.5,0.344,3323000.0,-413250.0,0.0333333,1.645,0.65,1.4712903,1.251087,32270.0,71312.0,52019300.0,31260530.0
KTD,60300060.0,65705216.0,1.5189916,1.0307018,1.655,-16.148,-0.18546,-0.13848,-0.04539,39697428.0,0.17,2.33,5081210.0,-4068816.0,-7362210.0,-0.032,9036183.0,0.035,14441226.0,24.659,2.061,0.228,-7807169.0,-5552686.0,-0.37333333,0.46,0.195,0.23774193,0.2323913,1068321.0,847872.0,256596000.0,153090593.0
LRK,80590736.0,80070568.0,10.851839,2.1574345,10.782,-45.554,-0.17132,-0.24951,-0.026719999,7426459.0,0.137,0.334,4042094.0,-1757693.0,-1272296.0,-0.023,6119362.0,0.112,5599672.0,14.982,3.48,0.686,-3527992.0,-69324.0,41.285713,1.575,0.025,1.4416128,1.3118297,49786.0,153645.0,62505200.0,25122380.0
MCP,147489376.0,165073792.0,0.6627247,1.6349584,0.742,5.675,0.02724,0.12054,0.0953,222550000.0,2.083,0.122,106441000.0,29086000.0,6062000.0,0.057,7149000.0,0.067,24734000.0,27.412,1.503,0.841,19332000.0,16781876.0,-0.46705425,3.4,1.13,1.38,2.3399282,1287561.0,332538.0,124038000.0,103590768.0
MPH,17514784.0,14529932.0,0.75175756,2.0,0.624,-3.895,-0.21929,-0.17764,-0.14528,23298448.0,0.074,-0.774,17791709.0,-3730666.0,-5109041.0,-0.016,7394300.0,0.024,4409470.0,50.252,2.013,0.028,-1832006.0,-1431870.0,-0.776,0.25,0.051,0.063548386,0.10189855,17106.0,6384.0,312764000.0,7797197.0
MRG,18087190.0,62564072.0,0.37409645,0.8779443,1.294,-3.84,-0.80817,-0.41434,-0.13212,48349000.0,2.402,-0.211,1681000.0,-16293000.0,-39074000.0,-2.0,1129000.0,0.026,45606000.0,221.517,1.756,0.467,-15423000.0,-6536107.0,-0.7789519,1.855,0.4,0.48220587,0.56893617,32171.0,40511.0,44115100.0,33485350.0
MTS,3496471296.0,4204801536.0,0.2534538,2.5889478,0.305,11.109,0.01594,0.02516,0.04617,13795300352.0,14.237,0.122,1290500000.0,378500000.0,219900000.0,0.227,173200000.0,0.169,856899968.0,62.589,1.14,1.321,343600000.0,262000000.0,0.33073938,3.62,2.17,3.449394,3.0731428,4094799.0,3255045.0,1022360000.0,1024148582.0
NUC,62093284.0,51247804.0,3.4956033,2.1352315,2.885,-6.45,-0.61379004,-0.45816,-0.1985,17763252.0,0.436,0.388,5897867.0,-7945600.0,-10902865.0,-0.27,9443093.0,0.188,386264.0,1.528,12.293,0.562,-10694752.0,-8192903.0,-0.65014577,3.55,0.905,1.0825807,1.6699839,66574.0,110978.0,51744400.0,23822842.0
NZS,21502130.0,18434682.0,14.205342,5.2000003,12.179,-7.871,0.0,-1.57623,-0.59006,1513665.0,0.003,0.724,155380.0,-2341971.0,-6805020.0,-0.014,1841712.0,0.003,1355536.0,41.088,6.528,0.005,-2998887.0,-2547684.0,1.0,0.084,0.007,0.021129033,0.034134056,2949032.0,8646917.0,827004992.0,461421527.0
OGA,18869842.0,16814558.0,7.2878394,1.2207792,6.494,-5.14,-1.76289,-1.52476,-0.13235,2589223.0,0.014,-0.255,-107681.0,-3271261.0,-4564524.0,-0.024,2778877.0,0.014,732695.0,4.761,10.766,0.077,-1723205.0,-610627.0,-0.27692306,0.135,0.07,0.09506451,0.094630435,53246.0,19255.0,200743008.0,94417359.0
PAL,86904120.0,98100240.0,2.1913774,1.4081632,2.474,-13.682,-0.31698,-0.24736999,-0.06822,39657304.0,0.358,-0.551,17302050.0,-7169972.0,-12570496.0,-0.114,1644223.0,0.013,12840360.0,20.797,3.699,0.49,-8286485.0,-4441344.0,-0.25405407,1.08,0.45,0.74564517,0.7867391,55923.0,77866.0,125948000.0,83706285.0
PTL,55862912.0,53608760.0,0.4419779,1.0,0.424,4.728,0.03971,0.058520004,0.05845,126393000.0,0.928,0.355,42209000.0,11338000.0,5019000.0,0.036,3668000.0,0.027,1414000.0,2.534,2.115,0.41,8505000.0,6160125.0,0.28125,0.495,0.315,0.43225807,0.4268116,140218.0,195188.0,136251008.0,57967832.0
RDH,45763200.0,47675912.0,0.7082004,12.328767,0.738,10.36,-0.30401,0.03575,0.02704,64619000.0,2.076,0.016,17807000.0,4602000.0,-19645000.0,-0.631,22352000.0,0.44,24261000.0,702.403,1.158,0.073,9357000.0,3346000.0,-0.46745563,1.9,0.43,0.8654839,0.6414493,35113.0,16300.0,50848000.0,32449248.0
RIC,286587040.0,490670304.0,0.29607874,1.0885923,0.507,9.353,-0.0089300005,0.03359,0.033299997,967942016.0,3.1,0.003,66790000.0,52462000.0,-8640000.0,-0.028,45818000.0,0.144,251593504.0,96.158,0.69,0.824,23485000.0,-45747208.0,-0.11138618,1.035,0.655,0.92451614,0.8326087,147471.0,152847.0,319495008.0,241819359.0
S66,39740040.0,19019930.0,1.0167887,0.89939016,0.487,-15.194,-0.00892,-0.0438,-0.02626,39083872.0,0.428,0.147,4058689.0,-1251786.0,-348688.0,-0.004,26600928.0,0.196,5613962.0,12.616,7.576,0.328,-1018164.0,-4677618.0,-0.3586957,0.58,0.29,0.3167742,0.34445652,8806.0,2000.0,134712000.0,6867625.0
SFG,215602512.0,244857792.0,7.5400276,6.8461537,8.563,-14.906,-0.89328,-0.66323,-0.14838,28594392.0,0.014,0.091,-218091.0,-16426667.0,-25542668.0,-0.012,6466055.0,0.003,35742208.0,117.487,2.138,0.013,-17008402.0,-13641583.0,0.34848487,0.14,0.03,0.08758064,0.0905,741787.0,542246.0,2422500096.0,1152730406.0
SKN,36747700.0,32845816.0,86.43121,3.5714285,77.254,-14.062,0.0,-6.4050503,-0.16916001,425167.0,0.002,-0.363,208897.0,-2335725.0,-1910234.0,-0.009,205947.0,0.001,500000.0,5.427,1.553,0.028,-1897968.0,-1727730.0,6.424456,0.125,0.009877,0.09058064,0.072449274,2800156.0,542668.0,367476992.0,287825945.0
TFL,45747388.0,41509548.0,0.72953033,1.1304348,0.662,-11.918,-0.14073,-0.08482,-0.07034,62708000.0,0.235,0.553,21631000.0,-3483000.0,-8825000.0,-0.033,1717000.0,0.006,7702000.0,24.587,1.0,0.115,-1225000.0,-1938250.0,0.03999996,0.14,0.08,0.11975806,0.10412869,218158.0,296566.0,351903008.0,137657617.0
